--Location
INSERT INTO Location (pincode, state) VALUES
    ('380001', 'Gujarat'),
    ('380002', 'Gujarat'),
    ('380003', 'Gujarat'),
    ('380004', 'Gujarat'),
    ('380005', 'Gujarat'),
    ('380006', 'Gujarat'),
    ('380007', 'Gujarat'),
    ('380008', 'Gujarat'),
    ('380009', 'Gujarat'),
    ('380010', 'Gujarat'),
    ('400001', 'Maharashtra'),
    ('400002', 'Maharashtra'),
    ('400003', 'Maharashtra'),
    ('400004', 'Maharashtra'),
    ('400005', 'Maharashtra'),
    ('400006', 'Maharashtra'),
    ('400007', 'Maharashtra'),
    ('400008', 'Maharashtra'),
    ('400009', 'Maharashtra'),
    ('400010', 'Maharashtra'),
    ('110001', 'Delhi'),
    ('110002', 'Delhi'),
    ('110003', 'Delhi'),
    ('110004', 'Delhi'),
    ('110005', 'Delhi'),
    ('110006', 'Delhi'),
    ('110007', 'Delhi'),
    ('110008', 'Delhi'),
    ('110009', 'Delhi'),
    ('110010', 'Delhi'),
    ('700001', 'West Bengal'),
    ('700002', 'West Bengal'),
    ('700003', 'West Bengal'),
    ('700004', 'West Bengal'),
    ('700005', 'West Bengal'),
    ('700006', 'West Bengal'),
    ('700007', 'West Bengal'),
    ('700008', 'West Bengal'),
    ('700009', 'West Bengal'),
    ('700010', 'West Bengal'),
    ('302001', 'Rajasthan'),
    ('302002', 'Rajasthan'),
    ('302003', 'Rajasthan'),
    ('302004', 'Rajasthan'),
    ('302005', 'Rajasthan'),
    ('302006', 'Rajasthan'),
    ('302007', 'Rajasthan'),
    ('302008', 'Rajasthan'),
    ('302009', 'Rajasthan'),
    ('302010', 'Rajasthan');

--Charity
INSERT INTO Charity (charity_id, charity_name, pincode) VALUES 
('CDL001P001', 'Swachh Bharat Abhiyan', 'DL001E01', 'CDL001'),
('CDL001P002', 'Beti Bachao, Beti Padhao', 'DL001E02', 'CDL001'),
('CDL001P003', 'Digital India', 'DL001E03', 'CDL001'),
('CDL001P004', 'Make in India', 'DL001E04', 'CDL001'),
('CDL001P005', 'Skill India', 'DL001E05', 'CDL001'),
('CDL002P001', 'Mid-Day Meal Scheme', 'HFC00201', 'CDL002'),
('CDL002P002', 'Integrated Child Development Services', 'HFC00202', 'CDL002'),
('CDL002P003', 'National Rural Health Mission', 'HFC00203', 'CDL002'),
('CDL002P004', 'Sarva Shiksha Abhiyan', 'HFC00204', 'CDL002'),
('CDL002P005', 'Pradhan Mantri Awas Yojana', 'HFC00205', 'CDL002'),
('CDL003P001', 'Betiya Bachao Abhiyan', 'SSC00301', 'CDL003'),
('CDL003P002', 'Swachh Bharat Abhiyan', 'SSC00302', 'CDL003'),
('CDL003P003', 'Digital India', 'SSC00303', 'CDL003'),
('CDL003P004', 'Make in India', 'SSC00304', 'CDL003'),
('CDL003P005', 'Skill India', 'SSC00305', 'CDL003'),
('CWB001P001', 'Mid-Day Meal Scheme', 'SSCWB00101', 'CWB001'),
('CWB001P002', 'Integrated Child Development Services', 'SSCWB00102', 'CWB001'),
('CWB001P003', 'National Rural Health Mission', 'SSCWB00103', 'CWB001'),
('CWB001P004', 'Sarva Shiksha Abhiyan', 'SSCWB00104', 'CWB001'),
('CWB001P005', 'Pradhan Mantri Awas Yojana', 'SSCWB00105', 'CWB001'),
('CWB002P001', 'Swachh Bharat Abhiyan', 'PR001', 'CWB002'),
('CWB002P002', 'Beti Bachao, Beti Padhao', 'PR002', 'CWB002'),
('CWB002P003', 'Digital India', 'PR003', 'CWB002'),
('CWB002P004', 'Make in India', 'PR004', 'CWB002'),
('CWB002P005', 'Skill India', 'PR005', 'CWB002');

INSERT INTO Project (project_id, project_name, manager_id, charity_id)
VALUES 
('CWB003P001', 'Sampark', 'SP001', 'CWB003'),
('CWB003P002', 'Swayam Siddha', 'SP002', 'CWB003'),
('CWB003P003', 'Ankur', 'SP003', 'CWB003'),
('CWB003P004', 'Kadam', 'SP004', 'CWB003'),
('CWB003P005', 'Nabadisha', 'SP005', 'CWB003');

INSERT INTO Project (project_id, project_name, manager_id, charity_id)
VALUES 
  ('CRA001P001', 'Sankalp', 'AS001', 'CRA001'),
  ('CRA001P002', 'Swabhimaan', 'AS002', 'CRA001'),
  ('CRA001P003', 'Sahyog', 'AS003', 'CRA001'),
  ('CRA001P004', 'Samarpan', 'AS004', 'CRA001'),
  ('CRA001P005', 'Sampark', 'AS005', 'CRA001'),
  ('CRA002P001', 'Udaan', 'UD001', 'CRA002'),
  ('CRA002P002', 'Kadam', 'UD002', 'CRA002'),
  ('CRA002P003', 'Nirbhay', 'UD003', 'CRA002'),
  ('CRA002P004', 'Jagruti', 'UD004', 'CRA002'),
  ('CRA002P005', 'Utkarsh', 'UD005', 'CRA002'),
  ('CRA003P001', 'Sahara Jan Kalyan', 'CRA003E001', 'CRA003'),
  ('CRA003P002', 'Sahara Vikas', 'CRA003E002', 'CRA003'),
  ('CRA003P003', 'Sahara Yuva Samvad', 'CRA003E003', 'CRA003'),
  ('CRA003P004', 'Sahara Swachh Bharat', 'CRA003E004', 'CRA003'),
  ('CRA003P005', 'Sahara Samriddhi', 'CRA003E005', 'CRA003');
  
  
  
  

  
--Event
INSERT INTO Event (charity_id, pincode, project_id, event_id, event_date) VALUES
('CGJ001', '380001', 'CGJ001P001', 'CGJ001EV001', DATE '2022-05-01'),
('CGJ001', '380002', 'CGJ001P001', 'CGJ001EV002', DATE '2022-07-15'),
('CGJ001', '380003', 'CGJ001P002', 'CGJ001EV003', DATE '2022-09-22'),
('CGJ001', '380004', 'CGJ001P002', 'CGJ001EV004', DATE '2022-10-31'),
('CGJ001', '400007', 'CGJ001P003', 'CGJ001EV005', DATE '2022-11-10'),
('CGJ001', '380006', 'CGJ001P003', 'CGJ001EV006', DATE '2023-01-05'),
('CGJ001', '380007', 'CGJ001P004', 'CGJ001EV007', DATE '2023-03-12'),
('CGJ001', '110001', 'CGJ001P004', 'CGJ001EV008', DATE '2023-04-01'),
('CGJ001', '380009', 'CGJ001P005', 'CGJ001EV009', DATE '2023-04-15'),
('CGJ001', '380010', 'CGJ001P005', 'CGJ001EV010', DATE '2023-04-20');

INSERT INTO Event (charity_id, pincode, project_id, event_id, event_date) VALUES
('CGJ002', '400001', 'CGJ002P001', 'CGJ002EV001', DATE '2022-06-10'),
('CGJ002', '380009', 'CGJ002P001', 'CGJ002EV002', DATE '2022-08-20'),
('CGJ002', '400003', 'CGJ002P002', 'CGJ002EV003', DATE '2022-10-05'),
('CGJ002', '400004', 'CGJ002P002', 'CGJ002EV004', DATE '2022-11-15'),
('CGJ002', '110006', 'CGJ002P003', 'CGJ002EV005', DATE '2022-12-25'),
('CGJ002', '400006', 'CGJ002P003', 'CGJ002EV006', DATE '2023-02-14'),
('CGJ002', '380001', 'CGJ002P004', 'CGJ002EV007', DATE '2023-03-19'),
('CGJ002', '380008', 'CGJ002P004', 'CGJ002EV008', DATE '2023-04-02'),
('CGJ002', '400009', 'CGJ002P005', 'CGJ002EV009', DATE '2023-04-12'),
('CGJ002', '400010', 'CGJ002P005', 'CGJ002EV010', DATE '2023-04-21');


INSERT INTO Event (charity_id, pincode, project_id, event_id, event_date) VALUES
('CGJ003', '380003', 'CGJ003P001', 'CGJ003EV001', DATE '2022-05-15'),
('CGJ003', '400002', 'CGJ003P001', 'CGJ003EV002', DATE '2022-06-10'),
('CGJ003', '400003', 'CGJ003P001', 'CGJ003EV003', DATE '2022-08-20'),
('CGJ003', '400004', 'CGJ003P002', 'CGJ003EV004', DATE '2022-07-01'),
('CGJ003', '400005', 'CGJ003P002', 'CGJ003EV005', DATE '2022-09-05'),
('CGJ003', '110001', 'CGJ003P003', 'CGJ003EV006', DATE '2022-06-20'),
('CGJ003', '110002', 'CGJ003P003', 'CGJ003EV007', DATE '2022-07-15'),
('CGJ003', '110003', 'CGJ003P003', 'CGJ003EV008', DATE '2022-08-30'),
('CGJ003', '110004', 'CGJ003P004', 'CGJ003EV009', DATE '2022-06-25'),
('CGJ003', '110005', 'CGJ003P004', 'CGJ003EV010', DATE '2022-08-12'),
('CGJ003', '700001', 'CGJ003P005', 'CGJ003EV011', DATE '2022-07-10'),
('CGJ003', '700002', 'CGJ003P005', 'CGJ003EV012', DATE '2022-09-02'),
('CGJ003', '700003', 'CGJ003P005', 'CGJ003EV013', DATE '2022-09-25');


INSERT INTO Event (charity_id, pincode, project_id, event_id, event_date)
VALUES 
('CMH001', '110001', 'CMH001P001', 'MH001EV001', DATE '2022-05-01'),
('CMH001', '110002', 'CMH001P001', 'MH001EV002', DATE '2022-06-15'),
('CMH001', '110003', 'CMH001P001', 'MH001EV003', DATE '2022-08-10'),
('CMH001', '110004', 'CMH001P002', 'MH001EV001', DATE '2022-05-15'),
('CMH001', '110005', 'CMH001P002', 'MH001EV002', DATE '2022-06-20'),
('CMH001', '110006', 'CMH001P002', 'MH001EV003', DATE '2022-08-15'),
('CMH001', '110007', 'CMH001P003', 'MH001EV001', DATE '2022-05-20'),
('CMH001', '110008', 'CMH001P003', 'MH001EV002', DATE '2022-06-25'),
('CMH001', '110009', 'CMH001P003', 'MH001EV003', DATE '2022-08-20'),
('CMH001', '110010', 'CMH001P004', 'MH001EV001', DATE '2022-05-25'),
('CMH001', '400001', 'CMH001P004', 'MH001EV002', DATE '2022-06-30'),
('CMH001', '400002', 'CMH001P004', 'MH001EV003', DATE '2022-08-25'),
('CMH001', '400003', 'CMH001P005', 'MH001EV001', DATE '2022-06-01'),
('CMH001', '400004', 'CMH001P005', 'MH001EV002', DATE '2022-07-05'),
('CMH001', '400005', 'CMH001P005', 'MH001EV003', DATE '2022-09-01'),
('CMH002', '302001', 'CMH002P001', 'MH002EV001', DATE '2022-05-05'),
('CMH002', '302002', 'CMH002P001', 'MH002EV002', DATE '2022-06-10'),
('CMH002', '302003', 'CMH002P001', 'MH002EV003', DATE '2022-08-05'),
('CMH002', '302004', 'CMH002P002', 'MH002EV001', DATE '2022-05-10'),
('CMH002', '302005', 'CMH002P002', 'MH002EV002', DATE '2022-06-15'),
('CMH002', '302006', 'CMH002P002', 'MH002EV003', DATE '2022-08-10'),
('CMH002', '302007', 'CMH002P003', 'MH002EV001', DATE '2022-05-15'),
('CMH002', '302008', 'CMH002P003', 'MH002EV002', DATE '2022-06-20'),
('CMH002', '302009', 'CMH002P003', 'MH002EV003', DATE '2022-08-15'),
('CMH002', '400001', 'CMH002P003', 'MH002EV004', DATE '2022-08-16'),
('CMH002', '700001', 'CMH002P004', 'MH002EV001', DATE '2022-08-17'),
('CMH002', '700007', 'CMH002P004', 'MH002EV002', DATE '2022-08-18'),
('CMH002', '110010', 'CMH002P005', 'MH002EV001', DATE '2022-08-19');



INSERT INTO Event (charity_id, pincode, project_id, event_id, event_date) VALUES
('CMH003', '400001', 'CMH003P001', 'CMH003EV001', DATE '2022-07-12'),
('CMH003', '400001', 'CMH003P001', 'CMH003EV002', DATE '2022-08-15'),
('CMH003', '400001', 'CMH003P001', 'CMH003EV003', DATE '2022-10-05'),
('CMH003', '110001', 'CMH003P002', 'CMH003EV001', DATE '2022-09-10'),
('CMH003', '110001', 'CMH003P002', 'CMH003EV002', DATE '2023-01-20'),
('CMH003', '110001', 'CMH003P002', 'CMH003EV003', DATE '2023-04-02'),
('CMH003', '700001', 'CMH003P003', 'CMH003EV001', DATE '2022-06-17'),
('CMH003', '700001', 'CMH003P003', 'CMH003EV002', DATE '2022-09-30'),
('CMH003', '700001', 'CMH003P003', 'CMH003EV003', DATE '2022-11-11'),
('CMH003', '302001', 'CMH003P004', 'CMH003EV001', DATE '2022-08-29'),
('CMH003', '302001', 'CMH003P004', 'CMH003EV002', DATE '2022-11-21'),
('CMH003', '302001', 'CMH003P004', 'CMH003EV003', DATE '2023-02-14'),
('CMH003', '400001', 'CMH003P005', 'CMH003EV001', DATE '2022-10-12'),
('CMH003', '400001', 'CMH003P005', 'CMH003EV002', DATE '2023-01-15'),
('CMH003', '400001', 'CMH003P005', 'CMH003EV003', DATE '2023-03-28');

INSERT INTO Event (charity_id, pincode, project_id, event_id, event_date) VALUES
('CDL001', '380001', 'CDL001P001', 'DL001EV001', DATE '2022-01-01'),
('CDL001', '380002', 'CDL001P001', 'DL001EV002', DATE '2022-05-02'),
('CDL001', '400001', 'CDL001P001', 'DL001EV003', DATE '2022-07-04'),
('CDL001', '380004', 'CDL001P002', 'DL001EV001', DATE '2022-08-08'),
('CDL001', '380005', 'CDL001P002', 'DL001EV002', DATE '2022-09-10'),
('CDL001', '380006', 'CDL001P002', 'DL001EV003', DATE '2022-10-12'),
('CDL001', '380007', 'CDL001P003', 'DL001EV001', DATE '2022-11-14'),
('CDL001', '700001', 'CDL001P003', 'DL001EV002', DATE '2022-12-16'),
('CDL001', '380009', 'CDL001P003', 'DL001EV003', DATE '2023-01-18'),
('CDL001', '380010', 'CDL001P004', 'DL001EV001', DATE '2023-03-20'),
('CDL001', '400001', 'CDL001P004', 'DL001EV002', DATE '2023-04-22'),
('CDL001', '400002', 'CDL001P004', 'DL001EV003', DATE '2023-05-24'),
('CDL001', '400003', 'CDL001P005', 'DL001EV001', DATE '2023-06-26'),
('CDL001', '400004', 'CDL001P005', 'DL001EV002', DATE '2023-07-28'),
('CDL001', '400005', 'CDL001P005', 'DL001EV003', DATE '2023-08-30'),
('CDL002', '110001', 'CDL002P001', 'DL002EV001', DATE '2022-02-02'),
('CDL002', '110002', 'CDL002P001', 'DL002EV002', DATE '2022-06-06'),
('CDL002', '110003', 'CDL002P001', 'DL002EV003', DATE '2022-10-10'),
('CDL002', '110004', 'CDL002P002', 'DL002EV001', DATE '2022-11-12'),
('CDL002', '110005', 'CDL002P002', 'DL002EV002', DATE '2022-12-14'),
('CDL002', '110006', 'CDL002P002', 'DL002EV003', DATE '2023-01-16'),
('CDL002', '110007', 'CDL002P003', 'DL002EV001', DATE '2023-02-18'),
('CDL002', '110008', 'CDL002P003', 'DL002EV002', DATE '2023-03-20'),
('CDL002', '110009', 'CDL002P003', 'DL002EV003', DATE '2023-04-22'),
('CDL002', '110009', 'CDL002P004', 'DL002EV001', DATE '2023-03-23'),
('CDL002', '700001', 'CDL002P004', 'DL002EV002', DATE '2023-03-24'),
('CDL002', '700002', 'CDL002P005', 'DL002EV001', DATE '2023-03-25'),
('CDL002', '110009', 'CDL002P005', 'DL002EV002', DATE '2023-03-26');



INSERT INTO Event (charity_id, pincode, project_id, event_id, event_date) VALUES
('CDL003', '110003', 'CDL003P003', 'CDL003EV001', DATE '2022-01-20'),
('CDL003', '110003', 'CDL003P003', 'CDL003EV002', DATE '2022-05-15'),
('CDL003', '110003', 'CDL003P003', 'CDL003EV003', DATE '2022-08-05'),
('CDL003', '110003', 'CDL003P004', 'CDL003EV001', DATE '2022-11-12'),
('CDL003', '110003', 'CDL003P004', 'CDL003EV002', DATE '2023-02-25'),
('CDL003', '110003', 'CDL003P004', 'CDL003EV003', DATE '2023-05-08'),
('CWB001', '700001', 'CWB001P002', 'CWB001EV001', DATE '2022-03-20'),
('CWB001', '700001', 'CWB001P002', 'CWB001EV002', DATE '2022-06-07'),
('CWB001', '700001', 'CWB001P002', 'CWB001EV003', DATE '2022-10-02'),
('CWB001', '700001', 'CWB001P003', 'CWB001EV001', DATE '2023-01-01'),
('CWB001', '700001', 'CWB001P003', 'CWB001EV002', DATE '2023-03-20'),
('CWB001', '700001', 'CWB001P003', 'CWB001EV003', DATE '2023-06-17'),
('CWB002', '700002', 'CWB002P001', 'CWB002EV001', DATE '2022-02-14'),
('CWB002', '700002', 'CWB002P001', 'CWB002EV002', DATE '2022-05-01'),
('CWB002', '700002', 'CWB002P001', 'CWB002EV003', DATE '2022-09-25'),
('CWB002', '700002', 'CWB002P002', 'CWB002EV001', DATE '2023-02-05'),
('CWB002', '700002', 'CWB002P002', 'CWB002EV002', DATE '2023-05-16'),
('CWB002', '700002', 'CWB002P002', 'CWB002EV003', DATE '2023-08-06');


INSERT INTO Event (charity_id, pincode, project_id, event_id, event_date)
VALUES 
    ('CRA001', '380001', 'CRA001P001', 'RA001EV001', DATE '2022-06-10'),
    ('CRA001', '110005', 'CRA001P001', 'RA001EV002', DATE '2022-07-12'),
    ('CRA001', '400006', 'CRA001P001', 'RA001EV003', DATE '2022-08-18'),
    ('CRA001', '302008', 'CRA001P002', 'RA002EV001', DATE '2022-06-08'),
    ('CRA001', '700007', 'CRA001P002', 'RA002EV002', DATE '2022-07-10'),
    ('CRA001', '400010', 'CRA001P002', 'RA002EV003', DATE '2022-08-12'),
    ('CRA001', '110009', 'CRA001P003', 'RA003EV001', DATE '2022-06-15'),
    ('CRA001', '380009', 'CRA001P003', 'RA003EV002', DATE '2022-07-20'),
    ('CRA001', '700004', 'CRA001P003', 'RA003EV003', DATE '2022-08-24'),
    ('CRA001', '302003', 'CRA001P004', 'RA004EV001', DATE '2022-06-05'),
    ('CRA001', '400003', 'CRA001P004', 'RA004EV002', DATE '2022-07-06'),
    ('CRA001', '110002', 'CRA001P004', 'RA004EV003', DATE '2022-08-08'),
    ('CRA001', '380002', 'CRA001P005', 'RA005EV001', DATE '2022-06-17'),
    ('CRA001', '700002', 'CRA001P005', 'RA005EV002', DATE '2022-07-18'),
    ('CRA001', '110001', 'CRA001P005', 'RA005EV003', DATE '2022-08-19');



--Volunteer

INSERT INTO Volunteer (volunteer_id, volunteer_name, charity_id, project_id, event_id)
VALUES
('VGJ001P001EV001V001', 'Rajesh Kumar', 'CGJ001', 'CGJ001P001', 'CGJ001EV001'),
('VGJ001P001EV001V002', 'Neha Sharma', 'CGJ001', 'CGJ001P001', 'CGJ001EV001'),
('VGJ001P001EV001V003', 'Amit Patel', 'CGJ001', 'CGJ001P001', 'CGJ001EV001'),
('VGJ001P001EV002V001', 'Sneha Singh', 'CGJ001', 'CGJ001P001', 'CGJ001EV002'),
('VGJ001P001EV002V002', 'Rohit Sharma', 'CGJ001', 'CGJ001P001', 'CGJ001EV002'),
('VGJ001P001EV002V003', 'Nidhi Gupta', 'CGJ001', 'CGJ001P001', 'CGJ001EV002'),
('VGJ001P002EV003V001', 'Sanjay Mehta', 'CGJ001', 'CGJ001P002', 'CGJ001EV003'),
('VGJ001P002EV003V002', 'Mukesh Shah', 'CGJ001', 'CGJ001P002', 'CGJ001EV003'),
('VGJ001P002EV003V003', 'Priya Patel', 'CGJ001', 'CGJ001P002', 'CGJ001EV003'),
('VGJ001P002EV004V001', 'Karan Mehta', 'CGJ001', 'CGJ001P002', 'CGJ001EV004'),
('VGJ001P002EV004V002', 'Preeti Desai', 'CGJ001', 'CGJ001P002', 'CGJ001EV004'),
('VGJ001P002EV004V003', 'Arun Shah', 'CGJ001', 'CGJ001P002', 'CGJ001EV004'),
('VGJ001P003EV005V001', 'Shreya Patel', 'CGJ001', 'CGJ001P003', 'CGJ001EV005'),
('VGJ001P003EV005V002', 'Kunal Sharma', 'CGJ001', 'CGJ001P003', 'CGJ001EV005'),
('VGJ001P003EV006V001', 'Bhavika Gupta', 'CGJ001', 'CGJ001P003', 'CGJ001EV006'),
('VGJ001P003EV006V002', 'Rajat Mehta', 'CGJ001', 'CGJ001P003', 'CGJ001EV006'),
('VGJ001P004EV007V001', 'Kavya Shah', 'CGJ001', 'CGJ001P004', 'CGJ001EV007'),
('VGJ001P004EV007V002', 'Kunal Shah', 'CGJ001', 'CGJ001P004', 'CGJ001EV007'),
('VGJ001P004EV008V001', 'Ritu Patel', 'CGJ001', 'CGJ001P004', 'CGJ001EV008'),
('VGJ001P004EV008V002', 'Gaurav Singh', 'CGJ001', 'CGJ001P004', 'CGJ001EV008');


INSERT INTO Volunteer (volunteer_id, volunteer_name, charity_id, project_id, event_id) VALUES
('VGJ002P001EV001V001', 'Amit Patel', 'CGJ002', 'CGJ002P001', 'CGJ002EV001'),
('VGJ002P001EV001V002', 'Raj Sharma', 'CGJ002', 'CGJ002P001', 'CGJ002EV001'),
('VGJ002P001EV002V001', 'Deepika Gupta', 'CGJ002', 'CGJ002P001', 'CGJ002EV002'),
('VGJ002P001EV002V002', 'Shreya Shah', 'CGJ002', 'CGJ002P001', 'CGJ002EV002'),
('VGJ002P001EV002V003', 'Neha Singh', 'CGJ002', 'CGJ002P001', 'CGJ002EV002'),
('VGJ002P002EV003V001', 'Rahul Verma', 'CGJ002', 'CGJ002P002', 'CGJ002EV003'),
('VGJ002P002EV003V002', 'Vishal Kumar', 'CGJ002', 'CGJ002P002', 'CGJ002EV003'),
('VGJ002P002EV003V003', 'Priya Singh', 'CGJ002', 'CGJ002P002', 'CGJ002EV003'),
('VGJ002P002EV004V001', 'Prachi Shah', 'CGJ002', 'CGJ002P002', 'CGJ002EV004'),
('VGJ002P002EV004V002', 'Aman Singh', 'CGJ002', 'CGJ002P002', 'CGJ002EV004'),
('VGJ002P002EV004V003', 'Shikha Agarwal', 'CGJ002', 'CGJ002P002', 'CGJ002EV004'),
('VGJ002P002EV004V004', 'Rohit Gupta', 'CGJ002', 'CGJ002P002', 'CGJ002EV004'),
('VGJ002P003EV005V001', 'Vikas Singh', 'CGJ002', 'CGJ002P003', 'CGJ002EV005'),
('VGJ002P003EV005V002', 'Ankit Patel', 'CGJ002', 'CGJ002P003', 'CGJ002EV005'),
('VGJ002P003EV006V001', 'Manish Agarwal', 'CGJ002', 'CGJ002P003', 'CGJ002EV006'),
('VGJ002P003EV006V002', 'Kriti Shah', 'CGJ002', 'CGJ002P003', 'CGJ002EV006'),
('VGJ002P004EV007V001', 'Anjali Singh', 'CGJ002', 'CGJ002P004', 'CGJ002EV007'),
('VGJ002P004EV007V002', 'Rajat Sharma', 'CGJ002', 'CGJ002P004', 'CGJ002EV007'),
('VGJ002P004EV007V003', 'Dhruv Shah', 'CGJ002', 'CGJ002P004', 'CGJ002EV007'),
('VGJ002P004EV008V001', 'Nisha Patel', 'CGJ002', 'CGJ002P004', 'CGJ002EV008');


INSERT INTO Volunteer (volunteer_id, volunteer_name, charity_id, project_id, event_id)
VALUES 
('VGJ003P001EV001V001', 'Arjun', 'CGJ003', 'CGJ003P001', 'CGJ003EV001'),
('VGJ003P001EV001V002', 'Neha', 'CGJ003', 'CGJ003P001', 'CGJ003EV001'),
('VGJ003P001EV002V001', 'Rohan', 'CGJ003', 'CGJ003P001', 'CGJ003EV002'),
('VGJ003P001EV002V002', 'Sneha', 'CGJ003', 'CGJ003P001', 'CGJ003EV002'),
('VGJ003P001EV002V003', 'Aryan', 'CGJ003', 'CGJ003P001', 'CGJ003EV002'),
('VGJ003P001EV003V001', 'Pooja', 'CGJ003', 'CGJ003P001', 'CGJ003EV003'),
('VGJ003P001EV003V002', 'Akash', 'CGJ003', 'CGJ003P001', 'CGJ003EV003'),
('VGJ003P002EV003V003', 'Anjali', 'CGJ003', 'CGJ003P001', 'CGJ003EV003'),
('VGJ003P002EV004V001', 'Sagar', 'CGJ003', 'CGJ003P002', 'CGJ003EV004'),
('VGJ003P002EV004V002', 'Amit', 'CGJ003', 'CGJ003P002', 'CGJ003EV004'),
('VGJ003P002EV004V003', 'Priti', 'CGJ003', 'CGJ003P002', 'CGJ003EV004'),
('VGJ003P002EV005V001', 'Raj', 'CGJ003', 'CGJ003P002', 'CGJ003EV005'),
('VGJ003P002EV005V002', 'Shivani', 'CGJ003', 'CGJ003P002', 'CGJ003EV005'),
('VGJ003P002EV006V001', 'Vikram', 'CGJ003', 'CGJ003P003', 'CGJ003EV006'),
('VGJ003P003EV006V002', 'Sakshi', 'CGJ003', 'CGJ003P003', 'CGJ003EV006'),
('VGJ003P003EV007V001', 'Rahul', 'CGJ003', 'CGJ003P003', 'CGJ003EV007'),
('VGJ003P003EV007V002', 'Pratik', 'CGJ003', 'CGJ003P003', 'CGJ003EV007'),
('VGJ003P003EV008V001', 'Komal', 'CGJ003', 'CGJ003P003', 'CGJ003EV008'),
('VGJ003P004EV009V001', 'Yogesh', 'CGJ003', 'CGJ003P004', 'CGJ003EV009'),
('VGJ003P004EV009V002', 'Manisha', 'CGJ003', 'CGJ003P004', 'CGJ003EV009'),
('VGJ003P004EV010V001', 'Riya', 'CGJ003', 'CGJ003P004', 'CGJ003EV010');


INSERT INTO Volunteer (volunteer_id, volunteer_name, charity_id, project_id, event_id)
VALUES 
('VMH001P001EV001V001', 'Amit', 'CMH001', 'CMH001P001', 'MH001EV001'),
('VMH001P001EV001V002', 'Anjali', 'CMH001', 'CMH001P001', 'MH001EV001'),
('VMH001P001EV001V003', 'Rahul', 'CMH001', 'CMH001P001', 'MH001EV001'),
('VMH001P001EV002V001', 'Sunita', 'CMH001', 'CMH001P001', 'MH001EV002'),
('VMH001P001EV002V002', 'Ravi', 'CMH001', 'CMH001P001', 'MH001EV002'),
('VMH001P001EV002V003', 'Priya', 'CMH001', 'CMH001P001', 'MH001EV002'),
('VMH001P001EV003V001', 'Vikas', 'CMH001', 'CMH001P001', 'MH001EV003'),
('VMH001P001EV003V002', 'Kavita', 'CMH001', 'CMH001P001', 'MH001EV003'),
('VMH001P001EV003V003', 'Nitin', 'CMH001', 'CMH001P001', 'MH001EV003'),
('VMH001P002EV001V001', 'Raj', 'CMH001', 'CMH001P002', 'MH001EV001'),
('VMH001P002EV001V002', 'Kiran', 'CMH001', 'CMH001P002', 'MH001EV001'),
('VMH001P002EV002V001', 'Shubham', 'CMH001', 'CMH001P002', 'MH001EV002'),
('VMH001P002EV002V002', 'Pooja', 'CMH001', 'CMH001P002', 'MH001EV002'),
('VMH001P002EV003V001', 'Sakshi', 'CMH001', 'CMH001P002', 'MH001EV003'),
('VMH001P002EV003V002', 'Vivek', 'CMH001', 'CMH001P002', 'MH001EV003'),
('VMH001P003EV001V001', 'Suresh', 'CMH001', 'CMH001P003', 'MH001EV001'),
('VMH001P003EV001V002', 'Komal', 'CMH001', 'CMH001P003', 'MH001EV001'),
('VMH001P003EV002V001', 'Rajat', 'CMH001', 'CMH001P003', 'MH001EV002'),
('VMH001P003EV002V002', 'Neha', 'CMH001', 'CMH001P003', 'MH001EV002'),
('VMH001P003EV003V001', 'Amita', 'CMH001', 'CMH001P003', 'MH001EV003'),
('VMH001P003EV003V002', 'Rohit', 'CMH001', 'CMH001P003', 'MH001EV003');

INSERT INTO Volunteer (volunteer_id, volunteer_name, charity_id, project_id, event_id)
VALUES
('VMH002P001EV001V001', 'Amit', 'CMH002', 'CMH002P001', 'MH002EV001'),
('VMH002P001EV001V002', 'Rahul', 'CMH002', 'CMH002P001', 'MH002EV001'),
('VMH002P001EV002V001', 'Sneha', 'CMH002', 'CMH002P001', 'MH002EV002'),
('VMH002P001EV002V002', 'Ritu', 'CMH002', 'CMH002P001', 'MH002EV002'),
('VMH002P001EV002V003', 'Gaurav', 'CMH002', 'CMH002P001', 'MH002EV002'),
('VMH002P001EV003V001', 'Neha', 'CMH002', 'CMH002P001', 'MH002EV003'),
('VMH002P001EV003V002', 'Aryan', 'CMH002', 'CMH002P001', 'MH002EV003'),
('VMH002P001EV003V003', 'Kavya', 'CMH002', 'CMH002P001', 'MH002EV003'),
('VMH002P002EV001V001', 'Shreya', 'CMH002', 'CMH002P002', 'MH002EV001'),
('VMH002P002EV001V002', 'Naveen', 'CMH002', 'CMH002P002', 'MH002EV001'),
('VMH002P002EV002V001', 'Vikram', 'CMH002', 'CMH002P002', 'MH002EV002'),
('VMH002P002EV002V002', 'Surbhi', 'CMH002', 'CMH002P002', 'MH002EV002'),
('VMH002P002EV002V003', 'Sandeep', 'CMH002', 'CMH002P002', 'MH002EV002'),
('VMH002P002EV003V001', 'Anushka', 'CMH002', 'CMH002P002', 'MH002EV003'),
('VMH002P002EV003V002', 'Rajat', 'CMH002', 'CMH002P002', 'MH002EV003'),
('VMH002P002EV003V003', 'Ankit', 'CMH002', 'CMH002P002', 'MH002EV003'),
